0.000000000000000000e+00 0.000000000000000000e+00 1.180887714776490902e+05
0.000000000000000000e+00 0.000000000000000000e+00 1.180887714776490902e+05
0.000000000000000000e+00 0.000000000000000000e+00 1.255639641151599935e+05
0.000000000000000000e+00 0.000000000000000000e+00 1.255639641151599935e+05
0.000000000000000000e+00 0.000000000000000000e+00 1.003002400903367961e+05
0.000000000000000000e+00 0.000000000000000000e+00 1.003002400903367961e+05
0.000000000000000000e+00 0.000000000000000000e+00 1.026853516342778894e+05
0.000000000000000000e+00 0.000000000000000000e+00 1.026853516342778894e+05
0.000000000000000000e+00 0.000000000000000000e+00 9.088508583992585773e+04
0.000000000000000000e+00 0.000000000000000000e+00 9.088508583992585773e+04
0.000000000000000000e+00 0.000000000000000000e+00 9.062430504739884054e+04
0.000000000000000000e+00 0.000000000000000000e+00 9.062430504739884054e+04
0.000000000000000000e+00 0.000000000000000000e+00 8.734784371473986539e+04
0.000000000000000000e+00 0.000000000000000000e+00 8.734784371473986539e+04
0.000000000000000000e+00 0.000000000000000000e+00 9.629913776682766911e+04
0.000000000000000000e+00 0.000000000000000000e+00 9.629913776682766911e+04
0.000000000000000000e+00 0.000000000000000000e+00 7.015735097501424025e+04
0.000000000000000000e+00 0.000000000000000000e+00 7.015735097501424025e+04
0.000000000000000000e+00 0.000000000000000000e+00 7.463700819843725185e+04
0.000000000000000000e+00 0.000000000000000000e+00 7.463700819843725185e+04
0.000000000000000000e+00 0.000000000000000000e+00 5.909847607926010824e+04
0.000000000000000000e+00 0.000000000000000000e+00 5.909847607926010824e+04
0.000000000000000000e+00 0.000000000000000000e+00 5.741513220942600310e+04
0.000000000000000000e+00 0.000000000000000000e+00 5.741513220942600310e+04
0.000000000000000000e+00 0.000000000000000000e+00 5.213753785032446467e+04
0.000000000000000000e+00 0.000000000000000000e+00 5.213753785032446467e+04
0.000000000000000000e+00 0.000000000000000000e+00 4.621815938152714807e+04
0.000000000000000000e+00 0.000000000000000000e+00 4.621815938152714807e+04
0.000000000000000000e+00 0.000000000000000000e+00 4.375486484455829486e+04
0.000000000000000000e+00 0.000000000000000000e+00 4.375486484455829486e+04
0.000000000000000000e+00 0.000000000000000000e+00 1.831900540605546485e+04
0.000000000000000000e+00 0.000000000000000000e+00 1.831900540605546485e+04
0.000000000000000000e+00 0.000000000000000000e+00 3.266717208971025684e+04
0.000000000000000000e+00 0.000000000000000000e+00 3.266717208971025684e+04
0.000000000000000000e+00 0.000000000000000000e+00 6.450166440741220867e+04
0.000000000000000000e+00 0.000000000000000000e+00 6.450166440741220867e+04
0.000000000000000000e+00 0.000000000000000000e+00 6.794233951809363498e+04
0.000000000000000000e+00 0.000000000000000000e+00 6.794233951809363498e+04
0.000000000000000000e+00 0.000000000000000000e+00 5.689605927040495590e+04
0.000000000000000000e+00 0.000000000000000000e+00 5.689605927040495590e+04
0.000000000000000000e+00 0.000000000000000000e+00 4.063026484783667547e+04
0.000000000000000000e+00 0.000000000000000000e+00 4.063026484783667547e+04
0.000000000000000000e+00 0.000000000000000000e+00 4.081390253802795633e+04
0.000000000000000000e+00 0.000000000000000000e+00 4.081390253802795633e+04
0.000000000000000000e+00 0.000000000000000000e+00 3.432094897874596791e+04
0.000000000000000000e+00 0.000000000000000000e+00 3.432094897874596791e+04
0.000000000000000000e+00 0.000000000000000000e+00 3.092023776290206661e+04
0.000000000000000000e+00 0.000000000000000000e+00 3.092023776290206661e+04
0.000000000000000000e+00 0.000000000000000000e+00 2.786789840755431942e+04
0.000000000000000000e+00 0.000000000000000000e+00 2.786789840755431942e+04
0.000000000000000000e+00 0.000000000000000000e+00 2.733873329009233566e+04
0.000000000000000000e+00 0.000000000000000000e+00 2.733873329009233566e+04
0.000000000000000000e+00 0.000000000000000000e+00 2.419028959551893786e+04
0.000000000000000000e+00 0.000000000000000000e+00 2.419028959551893786e+04
0.000000000000000000e+00 0.000000000000000000e+00 2.113742761525763490e+04
0.000000000000000000e+00 0.000000000000000000e+00 2.113742761525763490e+04
0.000000000000000000e+00 0.000000000000000000e+00 1.683147767105883395e+04
0.000000000000000000e+00 0.000000000000000000e+00 1.683147767105883395e+04
0.000000000000000000e+00 0.000000000000000000e+00 1.149980429544972685e+04
0.000000000000000000e+00 0.000000000000000000e+00 1.149980429544972685e+04
0.000000000000000000e+00 0.000000000000000000e+00 9.946733723649149397e+03
0.000000000000000000e+00 0.000000000000000000e+00 9.946733723649149397e+03
0.000000000000000000e+00 0.000000000000000000e+00 5.969799101948176030e+03
0.000000000000000000e+00 0.000000000000000000e+00 5.969799101948176030e+03
0.000000000000000000e+00 0.000000000000000000e+00 5.066388244714040775e+04
0.000000000000000000e+00 0.000000000000000000e+00 5.066388244714040775e+04
